hello what are doing today ? <eos>	i am good , i just got off work and tired , i have two jobs .
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos> looking at blocks and shapes and singing <eos>	that is fun . i like to play with my dogs and go to the gym .
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos> looking at blocks and shapes and singing <eos> that is fun . i like to play with my dogs and go to the gym . <eos>	what is your dogs name ?
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos> looking at blocks and shapes and singing <eos> that is fun . i like to play with my dogs and go to the gym . <eos> what is your dogs name ? <eos>	my dogs names are lady and nina . what would you name a dog ?
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos> looking at blocks and shapes and singing <eos> that is fun . i like to play with my dogs and go to the gym . <eos> what is your dogs name ? <eos> my dogs names are lady and nina . what would you name a dog ? <eos>	i would name a lady dog gidget . and a boy dog brownie
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos> looking at blocks and shapes and singing <eos> that is fun . i like to play with my dogs and go to the gym . <eos> what is your dogs name ? <eos> my dogs names are lady and nina . what would you name a dog ? <eos> i would name a lady dog gidget . and a boy dog brownie <eos>	those are really nice names . i really like them .
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos> looking at blocks and shapes and singing <eos> that is fun . i like to play with my dogs and go to the gym . <eos> what is your dogs name ? <eos> my dogs names are lady and nina . what would you name a dog ? <eos> i would name a lady dog gidget . and a boy dog brownie <eos> those are really nice names . i really like them . <eos>	do you like to sing ?
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos> looking at blocks and shapes and singing <eos> that is fun . i like to play with my dogs and go to the gym . <eos> what is your dogs name ? <eos> my dogs names are lady and nina . what would you name a dog ? <eos> i would name a lady dog gidget . and a boy dog brownie <eos> those are really nice names . i really like them . <eos> do you like to sing ? <eos>	yes i love to sing ! i can sing a lot of songs . can you ?
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos> looking at blocks and shapes and singing <eos> that is fun . i like to play with my dogs and go to the gym . <eos> what is your dogs name ? <eos> my dogs names are lady and nina . what would you name a dog ? <eos> i would name a lady dog gidget . and a boy dog brownie <eos> those are really nice names . i really like them . <eos> do you like to sing ? <eos> yes i love to sing ! i can sing a lot of songs . can you ? <eos>	i can sing about letters that is it
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos> looking at blocks and shapes and singing <eos> that is fun . i like to play with my dogs and go to the gym . <eos> what is your dogs name ? <eos> my dogs names are lady and nina . what would you name a dog ? <eos> i would name a lady dog gidget . and a boy dog brownie <eos> those are really nice names . i really like them . <eos> do you like to sing ? <eos> yes i love to sing ! i can sing a lot of songs . can you ? <eos> i can sing about letters that is it <eos>	well that is the most important song because it helps you learn .
hey , what is your least favorite food ? mine is chicken . <eos>	really ? who does not like chicken ? even chickens like chicken .
hey , what is your least favorite food ? mine is chicken . <eos> really ? who does not like chicken ? even chickens like chicken . <eos>	maybe it is because i want to be a nurse , and i see food poisoning from it .
hey , what is your least favorite food ? mine is chicken . <eos> really ? who does not like chicken ? even chickens like chicken . <eos> maybe it is because i want to be a nurse , and i see food poisoning from it . <eos>	hmm . . . i thought about nursing after my chemistry degree . . glad i did not
hey , what is your least favorite food ? mine is chicken . <eos> really ? who does not like chicken ? even chickens like chicken . <eos> maybe it is because i want to be a nurse , and i see food poisoning from it . <eos> hmm . . . i thought about nursing after my chemistry degree . . glad i did not <eos>	chemistry ? that is interesting . regardless , college is so expensive .
